# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationInitCellml;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_implicitSolver;n;durationWriteOutput;n;duration_0D;n;duration_1D;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;currentSimulationTime;dt_0D;dt_1D;dt_3D;endTime;exit;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;nIterations_implicitSolver;residualNorm_implicitSolver;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;nIterationsTotal_implicitSolver;
2019/8/26 15:25:20;lapsgs05;opendihu 1.0, build Aug 26 2019 13:02:51, C++ 201402, GCC 7.4.0;1;0;2.721e-06;1;1.18065;1;0.51553;29;2.816e-06;1;3.03e-07;1;0.0010533;1;1.77463;35000;0.622325;105003;246.074;140000;2.66371;70000;249.684;1;246.289;70000;2.80567;35000;0.0857635;35000;0.0580072;35000;28.000000;0.0004;0.0008;0.0008;28;normal;none;cg;118325248;4096;63029248;613756928;1;3;1.64119e-07;shorten;249.56;960;959;960;164402;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationInitCellml;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_implicitSolver;n;durationWriteOutput;n;duration_0D;n;duration_1D;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;currentSimulationTime;dt_0D;dt_1D;dt_splitting;endTime;exit;exit_signal;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;nIterations_implicitSolver;residualNorm_implicitSolver;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;nIterationsTotal_implicitSolver;
2019/8/26 15:25:33;lapsgs05;opendihu 1.0, build Aug 26 2019 13:02:51, C++ 201402, GCC 7.4.0;1;0;2.202e-06;1;1.22558;1;0.507066;2;2.36e-06;1;1.92998e-07;1;0.000999255;1;0.0396115;1341;0.513;4025;10.0841;5364;0.0783433;2682;0;0;10.0936;2682;0.084568;1341;0.00366491;1341;0.00219617;1341;1.072800;0.0004;0.0008;0.0008;28;Interrupt;2;none;cg;117334016;4096;61878272;612761600;1;1;3.52704e-13;shorten;10.46;1040;1039;1040;1341;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationInitCellml;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_implicitSolver;n;durationWriteOutput;n;duration_0D;n;duration_1D;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;currentSimulationTime;dt_0D;dt_1D;dt_splitting;endTime;exit;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;nIterations_implicitSolver;residualNorm_implicitSolver;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;nIterationsTotal_implicitSolver;
2019/8/26 15:28:22;lapsgs05;opendihu 1.0, build Aug 26 2019 13:02:51, C++ 201402, GCC 7.4.0;1;0;1.793e-06;1;0.0178644;1;0.518993;29;6.211e-06;1;1.64e-07;1;0.000678737;1;1.15246;35000;0.603962;105003;162.832;140000;1.79812;70000;165.37;1;163.005;70000;1.92493;35000;0.0677017;35000;0.0440953;35000;28.000000;0.0004;0.0008;0.0008;28;normal;none;cg;116039680;4096;60846080;611471360;1;3;1.06018e-07;shorten;165.25;640;639;640;145607;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationInitCellml;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_implicitSolver;n;durationWriteOutput;n;duration_0D;n;duration_1D;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;currentSimulationTime;dt_0D;dt_1D;dt_splitting;endTime;exit;exit_signal;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;nIterations_implicitSolver;residualNorm_implicitSolver;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;nIterationsTotal_implicitSolver;
2019/8/26 15:29:32;lapsgs05;opendihu 1.0, build Aug 26 2019 13:02:51, C++ 201402, GCC 7.4.0;1;0;2.343e-06;1;0.0148963;1;0.507605;11;2.383e-06;1;2.3e-07;1;0.000753269;1;0.28546;12987;0.540627;38962;67.5235;51946;0.541009;25974;0;0;67.5954;25973;0.58676;12987;0.0301052;12987;0.0186387;12987;10.388800;0.0004;0.0008;0.0008;28;Interrupt;2;none;cg;116137984;4096;60506112;611569664;1;7;2.13132e-07;shorten;68.49;720;719;720;17868;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationInitCellml;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_implicitSolver;n;durationWriteOutput;n;duration_0D;n;duration_1D;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;currentSimulationTime;dt_0D;dt_1D;dt_splitting;endTime;exit;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;nIterations_implicitSolver;residualNorm_implicitSolver;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;nIterationsTotal_implicitSolver;
2019/8/26 17:08:19;lapsgs05;opendihu 1.0, build Aug 26 2019 13:02:51, C++ 201402, GCC 7.4.0;1;0;1.807e-06;1;0.155813;1;0.512802;29;2.009e-06;1;1.59998e-07;1;0.000843414;1;1.0247;35000;0.573715;105003;34.7567;140000;1.55064;70000;36.8126;1;34.8669;70000;1.64536;35000;0.0408107;35000;0.0316322;35000;28.000000;0.0004;0.0008;0.0008;28;normal;none;cg;113725440;4096;58642432;609161216;1;2;2.21795e-07;hodgkin_huxley;37.03;880;879;880;114749;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationInitCellml;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_implicitSolver;n;durationWriteOutput;n;duration_0D;n;duration_1D;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;currentSimulationTime;dt_0D;dt_1D;dt_splitting;endTime;exit;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;nIterations_implicitSolver;residualNorm_implicitSolver;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;nIterationsTotal_implicitSolver;
2019/8/26 17:09:00;lapsgs05;opendihu 1.0, build Aug 26 2019 13:02:51, C++ 201402, GCC 7.4.0;1;0;3.618e-06;1;0.158942;1;0.524029;29;3.438e-06;1;4.39002e-07;1;0.00154273;1;1.05993;35000;0.578359;105003;37.0752;140000;1.55424;70000;39.093;1;37.1709;70000;1.6476;35000;0.0372223;35000;0.0289255;35000;28.000000;0.0004;0.0008;0.0008;28;normal;none;cg;114061312;4096;58236928;609497088;1;2;2.36805e-07;hodgkin_huxley;39.28;960;959;960;122126;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationInitCellml;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_implicitSolver;n;durationWriteOutput;n;duration_0D;n;duration_1D;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;currentSimulationTime;dt_0D;dt_1D;dt_splitting;endTime;exit;exit_signal;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;nIterations_implicitSolver;residualNorm_implicitSolver;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;nIterationsTotal_implicitSolver;
2019/8/26 17:12:16;lapsgs05;opendihu 1.0, build Aug 26 2019 13:02:51, C++ 201402, GCC 7.4.0;1;0;1.993e-06;1;0.018946;1;0.507651;15;8.062e-06;1;1.88e-07;1;0.000186572;1;0.407392;36930;0.557893;110792;21.9449;147720;0.787327;73860;0;0;22.0594;73860;0.870118;36930;0.0467378;36930;0.0331815;36930;14.772000;0.0002;0.0004;0.0004;28;Interrupt;2;none;cg;113029120;4096;57528320;608460800;1;4;1.06542e-10;shorten;23.52;80;79;80;72878;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationWriteOutput;n;dt_1D;dt_splitting;exit;exit_signal;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;
2019/8/26 17:12:17;lapsgs05;opendihu 1.0, build Aug 26 2019 13:02:51, C++ 201402, GCC 7.4.0;1;0;3.246e-06;1;0;0;3.486e-06;1;1.31e-07;1;0.000256603;1;0;0;0.0004;0.0004;Interrupt;2;none;cg;113106944;4096;57442304;606400512;1;shorten;0.31;160;159;160;
# timestamp;hostname;version;nRanks;rankNo;exit;exit_signal;memoryData;memoryPage;memoryResidentSet;memoryVirtual;totalUsertime;
2019/8/26 17:12:18;lapsgs05;opendihu 1.0, build Aug 26 2019 13:02:51, C++ 201402, GCC 7.4.0;1;0;Interrupt;2;94990336;4096;27992064;499884032;0.1;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationInitCellml;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_implicitSolver;n;durationWriteOutput;n;duration_0D;n;duration_1D;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;currentSimulationTime;dt_0D;dt_1D;dt_splitting;endTime;exit;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;nIterations_implicitSolver;residualNorm_implicitSolver;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;nIterationsTotal_implicitSolver;
2019/8/26 17:13:30;lapsgs05;opendihu 1.0, build Aug 26 2019 13:02:51, C++ 201402, GCC 7.4.0;1;0;2.035e-06;1;0.0241017;1;0.51763;29;2.219e-06;1;1.63e-07;1;0.000176657;1;0.874516;70000;0.62608;210003;42.074;280000;1.61755;140000;44.7131;1;42.2979;140000;1.79568;70000;0.0894265;70000;0.066605;70000;28.000000;0.0002;0.0004;0.0004;28;normal;none;cg;113106944;4096;57450496;608538624;1;3;5.86661e-10;shorten;44.92;80;79;80;198555;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationInitCellml;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_implicitSolver;n;durationWriteOutput;n;duration_0D;n;duration_1D;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;currentSimulationTime;dt_0D;dt_1D;dt_splitting;endTime;exit;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;nIterations_implicitSolver;residualNorm_implicitSolver;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;nIterationsTotal_implicitSolver;
2019/8/26 17:14:56;lapsgs05;opendihu 1.0, build Aug 26 2019 13:02:51, C++ 201402, GCC 7.4.0;1;0;2.305e-06;1;0.0179638;1;0.511599;29;2.804e-06;1;2.23001e-07;1;0.000257518;1;0.918089;70000;0.616797;210003;81.6564;280000;1.64153;140000;84.288;1;81.8816;140000;1.81188;70000;0.081355;70000;0.0621377;70000;28.000000;0.0002;0.0004;0.0004;28;normal;none;cg;113426432;4096;58531840;608858112;1;3;1.86609e-09;shorten;84.41;160;159;160;198534;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationInitCellml;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_implicitSolver;n;durationWriteOutput;n;duration_0D;n;duration_1D;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;currentSimulationTime;dt_0D;dt_1D;dt_splitting;endTime;exit;exit_signal;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;nIterations_implicitSolver;residualNorm_implicitSolver;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;nIterationsTotal_implicitSolver;
2019/8/26 17:16:47;lapsgs05;opendihu 1.0, build Aug 26 2019 13:02:51, C++ 201402, GCC 7.4.0;1;0;1.972e-06;1;0.0183203;1;0.511525;25;1.912e-06;1;2.18002e-07;1;0.000402411;1;1.02382;60604;0.613169;181814;107.238;242416;1.81348;121208;0;0;107.484;121208;1.97379;60604;0.0959707;60604;0.0586584;60604;24.241600;0.0002;0.0004;0.0004;28;Interrupt;2;none;cg;113803264;4096;58187776;609234944;1;4;6.97437e-08;shorten;110.21;240;239;240;169328;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationInitCellml;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_implicitSolver;n;durationWriteOutput;n;duration_0D;n;duration_1D;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;currentSimulationTime;dt_0D;dt_1D;dt_splitting;endTime;exit;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;nIterations_implicitSolver;residualNorm_implicitSolver;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;nIterationsTotal_implicitSolver;
2019/8/26 17:17:13;lapsgs05;opendihu 1.0, build Aug 26 2019 13:02:51, C++ 201402, GCC 7.4.0;1;0;2.168e-06;1;0.0153105;1;0.511011;29;2.277e-06;1;1.91998e-07;1;0.000179268;1;0.407685;35000;0.566209;105003;20.7837;140000;0.743052;70000;21.9969;1;20.8866;70000;0.831763;35000;0.039949;35000;0.0305165;35000;28.000000;0.0004;0.0008;0.0008;28;normal;none;cg;113025024;4096;57438208;608456704;1;3;4.68992e-09;shorten;22.22;80;79;80;100832;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationInitCellml;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_implicitSolver;n;durationWriteOutput;n;duration_0D;n;duration_1D;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;currentSimulationTime;dt_0D;dt_1D;dt_splitting;endTime;exit;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;nIterations_implicitSolver;residualNorm_implicitSolver;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;nIterationsTotal_implicitSolver;
2019/8/26 17:17:57;lapsgs05;opendihu 1.0, build Aug 26 2019 13:02:51, C++ 201402, GCC 7.4.0;1;0;1.931e-06;1;0.0176048;1;0.510862;29;2.126e-06;1;2.06001e-07;1;0.000230532;1;0.530723;35000;0.568154;105003;41.2678;140000;0.938451;70000;42.7389;1;41.39;70000;1.02708;35000;0.0486064;35000;0.0339318;35000;28.000000;0.0004;0.0008;0.0008;28;normal;none;cg;113426432;4096;57843712;608858112;1;3;1.48762e-08;shorten;42.92;160;159;160;118746;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationInitCellml;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_implicitSolver;n;durationWriteOutput;n;duration_0D;n;duration_1D;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;currentSimulationTime;dt_0D;dt_1D;dt_splitting;endTime;exit;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;nIterations_implicitSolver;residualNorm_implicitSolver;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;nIterationsTotal_implicitSolver;
2019/8/26 17:19:01;lapsgs05;opendihu 1.0, build Aug 26 2019 13:02:51, C++ 201402, GCC 7.4.0;1;0;1.433e-06;1;0.0181409;1;0.511294;29;2.411e-06;1;1.59002e-07;1;0.000310288;1;0.589565;35000;0.570729;105003;61.3977;140000;1.00418;70000;62.9466;1;61.5255;70000;1.09675;35000;0.0462309;35000;0.0336338;35000;28.000000;0.0004;0.0008;0.0008;28;normal;none;cg;113807360;4096;58052608;609239040;1;3;2.24569e-08;shorten;63.11;240;239;240;119261;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationInitCellml;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_implicitSolver;n;durationWriteOutput;n;duration_0D;n;duration_1D;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;currentSimulationTime;dt_0D;dt_1D;dt_splitting;endTime;exit;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;nIterations_implicitSolver;residualNorm_implicitSolver;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;nIterationsTotal_implicitSolver;
2019/8/26 17:20:28;lapsgs05;opendihu 1.0, build Aug 26 2019 13:02:51, C++ 201402, GCC 7.4.0;1;0;1.758e-06;1;0.0178921;1;0.511933;29;2.19e-06;1;2.58999e-07;1;0.000412022;1;0.635746;35000;0.573042;105003;84.1334;140000;1.06083;70000;85.7516;1;84.2662;70000;1.15778;35000;0.0446084;35000;0.0336272;35000;28.000000;0.0004;0.0008;0.0008;28;normal;none;cg;114298880;4096;59179008;609730560;1;3;3.1816e-08;shorten;85.92;320;319;320;119817;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationInitCellml;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_implicitSolver;n;durationWriteOutput;n;duration_0D;n;duration_1D;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;currentSimulationTime;dt_0D;dt_1D;dt_splitting;endTime;exit;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;nIterations_implicitSolver;residualNorm_implicitSolver;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;nIterationsTotal_implicitSolver;
2019/8/26 17:22:13;lapsgs05;opendihu 1.0, build Aug 26 2019 13:02:51, C++ 201402, GCC 7.4.0;1;0;1.972e-06;1;0.0169765;1;0.51221;29;2.312e-06;1;2.07001e-07;1;0.000438098;1;0.760732;35000;0.571227;105003;102.002;140000;1.22079;70000;103.784;1;102.133;70000;1.3152;35000;0.0496269;35000;0.032301;35000;28.000000;0.0004;0.0008;0.0008;28;normal;none;cg;114683904;4096;59703296;610115584;1;3;4.49745e-08;shorten;103.97;400;399;400;137789;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationInitCellml;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_implicitSolver;n;durationWriteOutput;n;duration_0D;n;duration_1D;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;currentSimulationTime;dt_0D;dt_1D;dt_splitting;endTime;exit;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;nIterations_implicitSolver;residualNorm_implicitSolver;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;nIterationsTotal_implicitSolver;
2019/8/26 17:24:21;lapsgs05;opendihu 1.0, build Aug 26 2019 13:02:51, C++ 201402, GCC 7.4.0;1;0;2.395e-06;1;0.0164259;1;0.512291;29;2.134e-06;1;6.44002e-07;1;0.000664279;1;0.895057;35000;0.573966;105003;124.217;140000;1.40252;70000;126.217;1;124.354;70000;1.50373;35000;0.0520854;35000;0.0331773;35000;28.000000;0.0004;0.0008;0.0008;28;normal;none;cg;115183616;4096;59322368;610615296;1;3;6.23629e-08;shorten;126.34;480;479;480;138437;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationInitCellml;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_implicitSolver;n;durationWriteOutput;n;duration_0D;n;duration_1D;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;currentSimulationTime;dt_0D;dt_1D;dt_splitting;endTime;exit;exit_signal;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;nIterations_implicitSolver;residualNorm_implicitSolver;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;nIterationsTotal_implicitSolver;
2019/8/26 17:38:11;lapsgs05;opendihu 1.0, build Aug 26 2019 13:02:51, C++ 201402, GCC 7.4.0;1;0;2.658e-06;1;0.0168204;1;0.504583;3;2.802e-06;1;1.85999e-07;1;0.000217479;1;0.953409;108969;0.623767;326909;63.011;435876;1.90797;217938;0;0;63.3159;217938;2.11072;108969;0.115992;108969;0.0880683;108969;2.179380;1e-05;2e-05;2e-05;28;Interrupt;2;none;cg;113115136;4096;57384960;608546816;1;1;0;shorten;66.37;80;79;80;108969;
