# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationInitCellml;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_implicitSolver;n;durationWriteOutput;n;duration_0D;n;duration_1D;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;currentSimulationTime;dt_0D;dt_1D;dt_3D;endTime;exit;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;nIterations_implicitSolver;residualNorm_implicitSolver;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;nIterationsTotal_implicitSolver;
2019/8/26 12:47:09;lapsgs05;opendihu 1.0, build Aug 26 2019 10:23:56, C++ 201402, GCC 7.4.0;1;0;1.896e-06;1;1.04343;1;0.504697;3;2.383e-06;1;2.05e-07;1;0.000700635;1;0.0692136;2541;0.508394;4236;4.17499;3386;0.096054;3388;0;0;4.17877;1693;0.100816;847;0.00173413;847;0.0010478;847;2.537873;0.00299401;0.001;0.00299985;20;Interrupt;2;none;cg;116412416;4096;61100032;607420416;1;3;4.67128e-08;shorten;4.52;800;799;800;11620;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationWriteOutput;n;dt_1D;dt_3D;exit;exit_signal;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;
2019/8/26 12:47:10;lapsgs05;opendihu 1.0, build Aug 26 2019 10:23:56, C++ 201402, GCC 7.4.0;1;0;1.536e-06;1;0;0;2.574e-06;1;2.14e-07;1;0.000658174;1;0;0;0.001;0.00299985;Interrupt;2;none;cg;113098752;4096;57118720;601964544;1;hodgkin_huxley;0.22;800;799;800;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationInitCellml;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_implicitSolver;n;durationWriteOutput;n;duration_0D;n;duration_1D;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;currentSimulationTime;dt_0D;dt_1D;dt_3D;endTime;exit;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;nIterations_implicitSolver;residualNorm_implicitSolver;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;nIterationsTotal_implicitSolver;
2019/8/26 12:47:21;lapsgs05;opendihu 1.0, build Aug 26 2019 10:23:56, C++ 201402, GCC 7.4.0;1;0;1.884e-06;1;0.00887832;1;0.50752;21;2.397e-06;1;2.34e-07;1;0.000258111;1;0.203311;20001;0.52378;33338;8.01916;26668;0.300057;26668;8.39966;1;8.03373;13334;0.327386;6667;0.00561963;6667;0.00410086;6667;20.000000;0.00299401;0.001;0.00299985;20;normal;none;cg;113561600;4096;58216448;604569600;1;3;1.42794e-08;shorten;8.63;200;199;200;93621;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationInitCellml;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_implicitSolver;n;durationWriteOutput;n;duration_0D;n;duration_1D;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;currentSimulationTime;dt_0D;dt_1D;dt_3D;endTime;exit;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;nIterations_implicitSolver;residualNorm_implicitSolver;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;nIterationsTotal_implicitSolver;
2019/8/26 12:47:24;lapsgs05;opendihu 1.0, build Aug 26 2019 10:23:56, C++ 201402, GCC 7.4.0;1;0;3.015e-06;1;0.00964329;1;0.510314;21;2.919e-06;1;4.01e-07;1;0.000310396;1;0.176517;20001;0.530629;33338;1.34133;26668;0.266181;26668;1.67509;1;1.35224;13334;0.292479;6667;0.00407522;6667;0.0036658;6667;20.000000;0.00299401;0.001;0.00299985;20;normal;none;cg;113098752;4096;57380864;604069888;1;3;5.6783e-10;hodgkin_huxley;1.91;200;199;200;79714;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationInitCellml;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_implicitSolver;n;durationWriteOutput;n;duration_0D;n;duration_1D;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;currentSimulationTime;dt_0D;dt_1D;dt_3D;endTime;exit;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;nIterations_implicitSolver;residualNorm_implicitSolver;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;nIterationsTotal_implicitSolver;
2019/8/26 12:47:41;lapsgs05;opendihu 1.0, build Aug 26 2019 10:23:56, C++ 201402, GCC 7.4.0;1;0;1.41e-06;1;0.029954;1;0.516104;21;2.365e-06;1;1.52999e-07;1;0.000378326;1;0.187711;20001;0.540513;33338;15.4174;26668;0.302762;26668;15.8089;1;15.4324;13334;0.337903;6667;0.00538057;6667;0.00440162;6667;20.000000;0.00299401;0.001;0.00299985;20;normal;none;cg;114782208;4096;59371520;605790208;1;2;4.91333e-08;shorten;16.05;400;399;400;48529;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationInitCellml;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_implicitSolver;n;durationWriteOutput;n;duration_0D;n;duration_1D;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;currentSimulationTime;dt_0D;dt_1D;dt_3D;endTime;exit;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;nIterations_implicitSolver;residualNorm_implicitSolver;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;nIterationsTotal_implicitSolver;
2019/8/26 12:47:45;lapsgs05;opendihu 1.0, build Aug 26 2019 10:23:56, C++ 201402, GCC 7.4.0;1;0;1.664e-06;1;0.00659541;1;0.509603;21;2.778e-06;1;2.34999e-07;1;0.000450421;1;0.257064;20001;0.526519;33338;2.56411;26668;0.359097;26668;2.98853;1;2.57475;13334;0.385389;6667;0.00399939;6667;0.00332018;6667;20.000000;0.00299401;0.001;0.00299985;20;normal;none;cg;113098752;4096;57106432;604069888;1;3;1.76103e-09;hodgkin_huxley;3.19;400;399;400;84798;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationInitCellml;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_implicitSolver;n;durationWriteOutput;n;duration_0D;n;duration_1D;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;currentSimulationTime;dt_0D;dt_1D;dt_3D;endTime;exit;exit_signal;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;nIterations_implicitSolver;residualNorm_implicitSolver;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;nIterationsTotal_implicitSolver;
2019/8/26 12:47:54;lapsgs05;opendihu 1.0, build Aug 26 2019 10:23:56, C++ 201402, GCC 7.4.0;1;0;1.597e-06;1;0.011973;1;0.506459;5;2.397e-06;1;1.47998e-07;1;0.00076774;1;0.105041;4977;0.514975;8296;7.67033;6634;0.146571;6636;0;0;7.67506;3317;0.154895;1659;0.001831;1659;0.00166746;1659;4.973751;0.00299401;0.001;0.00299985;20;Interrupt;2;none;cg;116555776;4096;60608512;607563776;1;2;1.3519e-07;shorten;8.11;800;799;800;18448;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationInitCellml;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_implicitSolver;n;durationWriteOutput;n;duration_0D;n;duration_1D;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;currentSimulationTime;dt_0D;dt_1D;dt_3D;endTime;exit;exit_signal;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;nIterations_implicitSolver;residualNorm_implicitSolver;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;nIterationsTotal_implicitSolver;
2019/8/26 12:48:19;lapsgs05;opendihu 1.0, build Aug 26 2019 10:23:56, C++ 201402, GCC 7.4.0;1;0;1.708e-06;1;0.00743051;1;0.00125555;5;2.414e-06;1;2.32001e-07;1;0.000397022;1;0.0518537;4275;0.00503669;7127;3.31427;5700;0.0764236;5700;0;0;3.31748;2850;0.0826184;1425;0.00124425;1425;0.00081293;1425;4.274786;0.00299401;0.001;0.00299985;20;Interrupt;2;none;cg;114515968;4096;59121664;605523968;1;3;1.84617e-08;shorten;3.65;400;399;400;15637;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationInitCellml;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_implicitSolver;n;durationWriteOutput;n;duration_0D;n;duration_1D;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;currentSimulationTime;dt_0D;dt_1D;dt_3D;endTime;exit;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;nIterations_implicitSolver;residualNorm_implicitSolver;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;nIterationsTotal_implicitSolver;
2019/8/26 12:48:40;lapsgs05;opendihu 1.0, build Aug 26 2019 10:23:56, C++ 201402, GCC 7.4.0;1;0;1.645e-06;1;0.0119135;1;0.509805;21;3.134e-06;1;1.62001e-07;1;0.000398356;1;0.193627;20001;0.529966;33338;16.0086;26668;0.312647;26668;16.4101;1;16.0253;13334;0.342659;6667;0.00591369;6667;0.0047785;6667;20.000000;0.00299401;0.001;0.00299985;20;normal;none;cg;114778112;4096;58826752;605786112;1;2;4.91333e-08;shorten;16.68;400;399;400;48529;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationInitCellml;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_implicitSolver;n;durationWriteOutput;n;duration_0D;n;duration_1D;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;currentSimulationTime;dt_0D;dt_1D;dt_splitting;endTime;exit;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;nIterations_implicitSolver;residualNorm_implicitSolver;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;nIterationsTotal_implicitSolver;
2019/8/26 12:52:32;lapsgs05;opendihu 1.0, build Aug 26 2019 10:23:56, C++ 201402, GCC 7.4.0;1;0;1.475e-06;1;0.00729166;1;0.00517494;21;2.517e-06;1;1.57999e-07;1;0.0003726;1;0.0701451;5000;0.014868;15003;11.6568;20000;0.113925;10000;11.8281;1;11.6681;10000;0.131238;5000;0.0038716;5000;0.00291294;5000;20.000000;0.002;0.004;0.004;20;normal;none;cg;114655232;4096;59305984;605630464;1;3;8.87125e-08;shorten;12.03;400;399;400;18554;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationInitCellml;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_implicitSolver;n;durationWriteOutput;n;duration_0D;n;duration_1D;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;currentSimulationTime;dt_0D;dt_1D;dt_splitting;endTime;exit;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;nIterations_implicitSolver;residualNorm_implicitSolver;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;nIterationsTotal_implicitSolver;
2019/8/26 12:54:50;lapsgs05;opendihu 1.0, build Aug 26 2019 10:23:56, C++ 201402, GCC 7.4.0;1;0;1.366e-06;1;0.00718908;1;0.0121212;21;2.871e-06;1;1.61999e-07;1;0.000379813;1;0.0423707;5000;0.0227176;15003;11.7811;20000;0.0837331;10000;11.9315;1;11.7927;10000;0.108958;5000;0.00467459;5000;0.00304844;5000;20.000000;0.002;0.004;0.004;20;normal;none;cg;114659328;4096;59170816;605634560;1;1;2.06425e-13;shorten;12.19;400;399;400;5000;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationInitCellml;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_implicitSolver;n;durationWriteOutput;n;duration_0D;n;duration_1D;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;currentSimulationTime;dt_0D;dt_1D;dt_splitting;endTime;exit;exit_signal;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;nIterations_implicitSolver;residualNorm_implicitSolver;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;nIterationsTotal_implicitSolver;
2019/8/26 12:58:06;lapsgs05;opendihu 1.0, build Aug 26 2019 10:23:56, C++ 201402, GCC 7.4.0;1;0;1.639e-06;1;0.00756244;1;0.00197405;8;2.385e-06;1;1.40999e-07;1;0.000435668;1;0.0169902;1796;0.00600791;5389;4.25837;7182;0.0327908;3592;0;0;4.26269;3591;0.039277;1796;0.00176704;1796;0.00129569;1796;7.180000;0.002;0.004;0.004;20;Interrupt;2;none;cg;114384896;4096;58314752;605360128;1;1;2.30461e-13;shorten;4.54;400;399;400;1796;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationInitCellml;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_implicitSolver;n;durationWriteOutput;n;duration_0D;n;duration_1D;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;currentSimulationTime;dt_0D;dt_1D;dt_splitting;endTime;exit;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;nIterations_implicitSolver;residualNorm_implicitSolver;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;nIterationsTotal_implicitSolver;
2019/8/26 12:58:42;lapsgs05;opendihu 1.0, build Aug 26 2019 10:23:56, C++ 201402, GCC 7.4.0;1;0;3.034e-06;1;0.00793271;1;0.0122019;21;2.814e-06;1;1.57001e-07;1;0.000513009;1;0.041798;5000;0.0228252;15003;11.8452;20000;0.0835208;10000;11.995;1;11.8569;10000;0.108825;5000;0.00440561;5000;0.00300065;5000;20.000000;0.002;0.004;0.004;20;normal;none;cg;114647040;4096;58396672;605622272;1;1;2.06425e-13;shorten;12.2;400;399;400;5000;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationInitCellml;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_implicitSolver;n;durationWriteOutput;n;duration_0D;n;duration_1D;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;currentSimulationTime;dt_0D;dt_1D;dt_splitting;endTime;exit;exit_signal;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;nIterations_implicitSolver;residualNorm_implicitSolver;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;nIterationsTotal_implicitSolver;
2019/8/26 13:01:46;lapsgs05;opendihu 1.0, build Aug 26 2019 10:23:56, C++ 201402, GCC 7.4.0;1;0;2.24e-06;1;0.00759998;1;0.00367555;15;2.573e-06;1;1.93e-07;1;0.000402119;1;0.0579008;3659;0.0114149;10979;8.72541;14636;0.0891734;7318;0;0;8.7342;7318;0.102356;3659;0.00331934;3659;0.00245329;3659;14.636000;0.002;0.004;0.004;20;Interrupt;2;none;cg;114528256;4096;59248640;605503488;1;3;6.24311e-08;shorten;9.08;400;399;400;14531;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationInitCellml;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_implicitSolver;n;durationWriteOutput;n;duration_0D;n;duration_1D;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;currentSimulationTime;dt_0D;dt_1D;dt_splitting;endTime;exit;exit_signal;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;nIterations_implicitSolver;residualNorm_implicitSolver;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;nIterationsTotal_implicitSolver;
2019/8/26 13:03:09;lapsgs05;opendihu 1.0, build Aug 26 2019 10:23:56, C++ 201402, GCC 7.4.0;1;0;4.763e-06;1;0.00919351;1;0.0103286;13;5.506e-06;1;2.3e-07;1;0.000793703;1;0.0859419;3215;0.0236223;9647;8.45111;12860;0.141693;6430;0;0;8.46571;6430;0.167385;3215;0.00691923;3215;0.00397701;3215;12.860000;0.002;0.004;0.004;20;Interrupt;2;none;cg;114515968;4096;58744832;605491200;1;3;4.86355e-08;shorten;9.01;400;399;400;13199;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationInitCellml;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_implicitSolver;n;durationWriteOutput;n;duration_0D;n;duration_1D;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;currentSimulationTime;dt_0D;dt_1D;dt_splitting;endTime;exit;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;nIterations_implicitSolver;residualNorm_implicitSolver;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;nIterationsTotal_implicitSolver;
2019/8/26 13:08:16;lapsgs05;opendihu 1.0, build Aug 26 2019 13:02:51, C++ 201402, GCC 7.4.0;1;0;2.167e-06;1;0.0074106;1;0.0124081;21;2.498e-06;1;1.97999e-07;1;0.000414712;1;0.0408579;5000;0.0226905;15003;11.7844;20000;0.0809058;10000;11.9307;1;11.7958;10000;0.105982;5000;0.00450944;5000;0.00315196;5000;20.000000;0.002;0.004;0.004;20;normal;none;cg;114679808;4096;59240448;610111488;1;1;2.06425e-13;shorten;12.14;400;399;400;5000;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationInitCellml;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_implicitSolver;n;durationWriteOutput;n;duration_0D;n;duration_1D;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;currentSimulationTime;dt_0D;dt_1D;dt_splitting;endTime;exit;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;nIterations_implicitSolver;residualNorm_implicitSolver;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;nIterationsTotal_implicitSolver;
2019/8/26 13:08:43;lapsgs05;opendihu 1.0, build Aug 26 2019 13:02:51, C++ 201402, GCC 7.4.0;1;0;1.751e-06;1;0.00400121;1;0.00501229;21;2.3e-06;1;5.743e-06;1;0.000421129;1;0.0354045;5000;0.0142613;15003;1.88689;20000;0.069233;10000;2.00291;1;1.89524;10000;0.0855283;5000;0.00332041;5000;0.0025124;5000;20.000000;0.002;0.004;0.004;20;normal;none;cg;113111040;4096;57253888;608546816;1;1;2.01974e-13;ho;2.24;400;399;400;5000;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationInitCellml;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_implicitSolver;n;durationWriteOutput;n;duration_0D;n;duration_1D;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;currentSimulationTime;dt_0D;dt_1D;dt_splitting;endTime;exit;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;nIterations_implicitSolver;residualNorm_implicitSolver;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;nIterationsTotal_implicitSolver;
2019/8/26 13:09:14;lapsgs05;opendihu 1.0, build Aug 26 2019 13:02:51, C++ 201402, GCC 7.4.0;1;0;2.353e-06;1;0.00439569;1;0.00552868;21;2.31e-06;1;5.15001e-07;1;0.000528286;1;0.0456437;5000;0.0175877;15003;2.00974;20000;0.0910435;10000;2.16119;1;2.02034;10000;0.111282;5000;0.00432371;5000;0.00338093;5000;20.000000;0.002;0.004;0.004;20;normal;none;cg;113111040;4096;57458688;608546816;1;1;2.01974e-13;ho;2.41;400;399;400;5000;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationInitCellml;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_implicitSolver;n;durationWriteOutput;n;duration_0D;n;duration_1D;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;currentSimulationTime;dt_0D;dt_1D;dt_splitting;endTime;exit;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;nIterations_implicitSolver;residualNorm_implicitSolver;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;nIterationsTotal_implicitSolver;
2019/8/26 13:09:34;lapsgs05;opendihu 1.0, build Aug 26 2019 13:02:51, C++ 201402, GCC 7.4.0;1;0;1.613e-06;1;0.00737319;1;0.0051585;21;2.135e-06;1;1.27999e-07;1;0.000387343;1;0.0397983;5000;0.0156148;15003;11.6366;20000;0.0768727;10000;11.7698;1;11.6474;10000;0.0949101;5000;0.00425041;5000;0.00322523;5000;20.000000;0.002;0.004;0.004;20;normal;none;cg;114679808;4096;59224064;610111488;1;1;2.06425e-13;shorten;12;400;399;400;5000;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationInitCellml;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_implicitSolver;n;durationWriteOutput;n;duration_0D;n;duration_1D;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;currentSimulationTime;dt_0D;dt_1D;dt_splitting;endTime;exit;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;nIterations_implicitSolver;residualNorm_implicitSolver;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;nIterationsTotal_implicitSolver;
2019/8/26 13:30:36;lapsgs05;opendihu 1.0, build Aug 26 2019 13:02:51, C++ 201402, GCC 7.4.0;1;0;2.028e-06;1;0.00747853;1;0.00516981;21;2.983e-06;1;1.69999e-07;1;0.000406646;1;0.0412939;5000;0.0148964;15003;11.7899;20000;0.0790951;10000;11.9246;1;11.8013;10000;0.0964582;5000;0.00424402;5000;0.00287212;5000;20.000000;0.002;0.004;0.004;20;normal;none;cg;114671616;4096;59621376;610103296;1;1;2.06425e-13;shorten;12.17;400;399;400;5000;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationInitCellml;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_implicitSolver;n;durationWriteOutput;n;duration_0D;n;duration_1D;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;currentSimulationTime;dt_0D;dt_1D;dt_splitting;endTime;exit;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;nIterations_implicitSolver;residualNorm_implicitSolver;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;nIterationsTotal_implicitSolver;
2019/8/26 13:31:11;lapsgs05;opendihu 1.0, build Aug 26 2019 13:02:51, C++ 201402, GCC 7.4.0;1;0;1.624e-06;1;0.00749693;1;0.00520801;21;2.679e-06;1;1.12002e-07;1;0.000428566;1;0.0965489;5000;0.0156988;15003;11.9104;20000;0.138362;10000;12.11;1;11.9226;10000;0.156615;5000;0.00475536;5000;0.00318166;5000;20.000000;0.002;0.004;0.004;20;normal;none;cg;114667520;4096;58863616;610099200;1;10;4.57969e-08;shorten;12.36;400;399;400;27928;
# timestamp;hostname;version;nRanks;rankNo;durationAssembleBoundaryConditions;n;durationInitCellml;n;durationParaviewOutput;n;durationReadGeometry;n;durationSetRightHandSide;n;durationSetStiffnessMatrix;n;durationSolve_implicitSolver;n;durationWriteOutput;n;duration_0D;n;duration_1D;n;duration_total;n;duration_total_advanceTimeSpan1;n;duration_total_advanceTimeSpan2;n;duration_total_transfer12;n;duration_total_transfer21;n;currentSimulationTime;dt_0D;dt_1D;dt_splitting;endTime;exit;implicitSolver_preconditionerType;implicitSolver_solverType;memoryData;memoryPage;memoryResidentSet;memoryVirtual;nInstancesComputedGlobally;nIterations_implicitSolver;residualNorm_implicitSolver;scenarioName;totalUsertime;~nDofs1D;~nElements1D;~nNodes1D;nIterationsTotal_implicitSolver;
